FSA County,Program Year,Scenario,Records,Disbursement Amount,Minimum Payment Ratio,Maximum Payment Ratio,Minimum Additional Disbursement,Maximum Additional Disbursement
01001,2011,Payment Months (Type 3),2,273530.68,1.5,3,136765.34,547061.36
01001,2011,All Issues (Census),2,273530.68,1.5,3,136765.34,547061.36
01003,2011,Payment Months (Type 3),2,82497,1.5,3,41248.5,164994
01003,2011,All Issues (Census),2,82497,1.5,3,41248.5,164994
01005,2011,Payment Months (Type 3),2,415735,3,3,831470,831470
01005,2011,All Issues (Census),2,415735,3,3,831470,831470
01007,2011,Payment Months (Type 3),2,64566,1.5,3,32283,129132
01007,2011,All Issues (Census),2,64566,1.5,3,32283,129132
01011,2011,Payment Months (Type 3),2,131257,3,3,262514,262514
01011,2011,All Issues (Census),2,131257,3,3,262514,262514
01013,2011,Payment Months (Type 3),2,259792,1.5,2,129896,259792
01013,2011,All Issues (Census),2,259792,1.5,2,129896,259792
01015,2012,Threshold (Type 2),2,598381,1.3333333333333333,1.3333333333333333,199460.33,199460.33
01015,2016,Payment Months (Type 3),1,857256,1.3333333333333333,1.3333333333333333,285752,285752
01015,2016,All Issues (Census),1,857256,1.3333333333333333,1.3333333333333333,285752,285752
01017,2011,Payment Months (Type 3),2,332291,1.5,3,166145.5,664582
01017,2011,All Issues (Census),2,332291,1.5,3,166145.5,664582
01019,2016,Payment Months (Type 3),1,885313,1.3333333333333333,1.3333333333333333,295104.33,295104.33
01019,2016,All Issues (Census),1,885313,1.3333333333333333,1.3333333333333333,295104.33,295104.33
01021,2011,Payment Months (Type 3),2,153896,1.5,3,76948,307792
01021,2011,All Issues (Census),2,153896,1.5,3,76948,307792
01025,2011,Payment Months (Type 3),2,23537,1.5,1.5,11768.5,11768.5
01025,2011,All Issues (Census),2,23537,1.5,1.5,11768.5,11768.5
01027,2011,Payment Months (Type 3),2,697053,1.5,1.5,348526.5,348526.5
01027,2011,All Issues (Census),2,697053,1.5,1.5,348526.5,348526.5
01027,2012,Payment Months (Type 3),1,1196839,1.3333333333333333,1.3333333333333333,398946.33,398946.33
01027,2012,All Issues (Census),1,1196839,1.3333333333333333,1.3333333333333333,398946.33,398946.33
01029,2011,Payment Months (Type 3),1,452660,1.5,1.5,226330,226330
01029,2011,All Issues (Census),1,452660,1.5,1.5,226330,226330
01029,2012,Payment Months (Type 3),1,794258,1.3333333333333333,1.3333333333333333,264752.67,264752.67
01029,2012,All Issues (Census),1,794258,1.3333333333333333,1.3333333333333333,264752.67,264752.67
01029,2016,Payment Months (Type 3),1,691865,1.3333333333333333,1.3333333333333333,230621.67,230621.67
01029,2016,All Issues (Census),1,691865,1.3333333333333333,1.3333333333333333,230621.67,230621.67
01031,2011,Payment Months (Type 3),2,550898,3,3,1101796,1101796
01031,2011,All Issues (Census),2,550898,3,3,1101796,1101796
01035,2011,Payment Months (Type 3),3,220108,1.5,3,110054,440216
01035,2011,All Issues (Census),3,220108,1.5,3,110054,440216
01037,2011,Payment Months (Type 3),2,116705,1.5,3,58352.5,233410
01037,2011,All Issues (Census),2,116705,1.5,3,58352.5,233410
01039,2011,Payment Months (Type 3),2,415585,1.5,3,207792.5,831170
01039,2011,All Issues (Census),2,415585,1.5,3,207792.5,831170
01039,2012,Threshold (Type 2),1,1705328,1.25,1.25,426332,426332
01041,2011,Payment Months (Type 3),3,232322,2,3,232322,464644
01041,2011,All Issues (Census),3,232322,2,3,232322,464644
01045,2011,Payment Months (Type 3),2,476786,3,3,953572,953572
01045,2011,All Issues (Census),2,476786,3,3,953572,953572
01047,2011,Payment Months (Type 3),2,1151426,1.5,3,575713,2302852
01047,2011,All Issues (Census),2,1151426,1.5,3,575713,2302852
01049,2016,Payment Months (Type 3),1,3410349,1.3333333333333333,1.3333333333333333,1136783,1136783
01049,2016,All Issues (Census),1,3410349,1.3333333333333333,1.3333333333333333,1136783,1136783
01051,2011,Payment Months (Type 3),2,422065,1.5,3,211032.5,844130
01051,2011,All Issues (Census),2,422065,1.5,3,211032.5,844130
01053,2011,Payment Months (Type 3),2,77263,1.5,3,38631.5,154526
01053,2011,All Issues (Census),2,77263,1.5,3,38631.5,154526
01055,2016,Payment Months (Type 3),1,1060546,1.3333333333333333,1.3333333333333333,353515.33,353515.33
01055,2016,All Issues (Census),1,1060546,1.3333333333333333,1.3333333333333333,353515.33,353515.33
01061,2011,Payment Months (Type 3),2,1020607,3,3,2041214,2041214
01061,2011,All Issues (Census),2,1020607,3,3,2041214,2041214
01067,2011,Payment Months (Type 3),2,734851,3,3,1469702,1469702
01067,2011,All Issues (Census),2,734851,3,3,1469702,1469702
01069,2011,Payment Months (Type 3),2,716992,3,3,1433984,1433984
01069,2011,All Issues (Census),2,716992,3,3,1433984,1433984
01071,2016,Payment Months (Type 3),1,1894714,1.3333333333333333,1.3333333333333333,631571.33,631571.33
01071,2016,All Issues (Census),1,1894714,1.3333333333333333,1.3333333333333333,631571.33,631571.33
01081,2011,Payment Months (Type 3),2,226734,1.5,3,113367,453468
01081,2011,All Issues (Census),2,226734,1.5,3,113367,453468
01083,2016,Payment Months (Type 3),1,941922,1.3333333333333333,1.3333333333333333,313974,313974
01083,2016,All Issues (Census),1,941922,1.3333333333333333,1.3333333333333333,313974,313974
01085,2011,Payment Months (Type 3),2,1289744.89,2,3,1289744.89,2579489.78
01085,2011,All Issues (Census),2,1289744.89,2,3,1289744.89,2579489.78
01087,2011,Payment Months (Type 3),2,192723,1.5,3,96361.5,385446
01087,2011,All Issues (Census),2,192723,1.5,3,96361.5,385446
01089,2016,Payment Months (Type 3),1,547925,1.3333333333333333,1.3333333333333333,182641.67,182641.67
01089,2016,All Issues (Census),1,547925,1.3333333333333333,1.3333333333333333,182641.67,182641.67
01097,2011,Payment Months (Type 3),2,109381,1.5,3,54690.5,218762
01097,2011,All Issues (Census),2,109381,1.5,3,54690.5,218762
01099,2011,Payment Months (Type 3),2,314058,1.5,1.5,157029,157029
01099,2011,All Issues (Census),2,314058,1.5,1.5,157029,157029
01101,2011,Payment Months (Type 3),2,1501138,3,3,3002276,3002276
01101,2011,All Issues (Census),2,1501138,3,3,3002276,3002276
01105,2011,Payment Months (Type 3),2,751992,1.5,3,375996,1503984
01105,2011,All Issues (Census),2,751992,1.5,3,375996,1503984
01109,2011,Payment Months (Type 3),2,58224,1.5,3,29112,116448
01109,2011,All Issues (Census),2,58224,1.5,3,29112,116448
01111,2011,Payment Months (Type 3),2,1059266,1.5,3,529633,2118532
01111,2011,All Issues (Census),2,1059266,1.5,3,529633,2118532
01111,2012,Payment Months (Type 3),1,2390043,1.3333333333333333,1.3333333333333333,796681,796681
01111,2012,All Issues (Census),1,2390043,1.3333333333333333,1.3333333333333333,796681,796681
01113,2011,Payment Months (Type 3),2,221974,1.5,3,110987,443948
01113,2011,All Issues (Census),2,221974,1.5,3,110987,443948
01113,2012,Boundary (Type 1),2,454362,1.25,1.25,113590.5,113590.5
01113,2012,All Issues (Census),2,454362,1.25,1.25,113590.5,113590.5
01113,2016,Boundary (Type 1),1,373642,1.3333333333333333,1.3333333333333333,124547.33,124547.33
01113,2016,All Issues (Census),1,373642,1.3333333333333333,1.3333333333333333,124547.33,124547.33
01117,2011,Payment Months (Type 3),1,72639,1.5,1.5,36319.5,36319.5
01117,2011,All Issues (Census),1,72639,1.5,1.5,36319.5,36319.5
01121,2011,Payment Months (Type 3),1,403683,1.5,1.5,201841.5,201841.5
01121,2011,All Issues (Census),1,403683,1.5,1.5,201841.5,201841.5
01121,2012,Payment Months (Type 3),1,866235,1.3333333333333333,1.3333333333333333,288745,288745
01121,2012,All Issues (Census),1,866235,1.3333333333333333,1.3333333333333333,288745,288745
01121,2016,Payment Months (Type 3),1,801140,1.3333333333333333,1.3333333333333333,267046.67,267046.67
01121,2016,All Issues (Census),1,801140,1.3333333333333333,1.3333333333333333,267046.67,267046.67
01123,2011,Payment Months (Type 3),2,147935,1.5,3,73967.5,295870
01123,2011,All Issues (Census),2,147935,1.5,3,73967.5,295870
01129,2011,Payment Months (Type 3),2,34833,1.5,1.5,17416.5,17416.5
01129,2011,All Issues (Census),2,34833,1.5,1.5,17416.5,17416.5
01131,2011,Payment Months (Type 3),1,190958,2,2,190958,190958
01131,2011,All Issues (Census),1,190958,2,2,190958,190958
04001,2011,Payment Months (Type 3),1,918675.2,3,3,1837350.4,1837350.4
04001,2011,All Issues (Census),1,918675.2,3,3,1837350.4,1837350.4
04005,2011,Payment Months (Type 3),1,2379867.16,1.5,1.5,1189933.58,1189933.58
04005,2011,All Issues (Census),1,2379867.16,1.5,1.5,1189933.58,1189933.58
04013,2011,Payment Months (Type 3),1,179866,3,3,359732,359732
04013,2011,All Issues (Census),1,179866,3,3,359732,359732
04017,2011,Payment Months (Type 3),1,1116589.73,1.5,1.5,558294.86,558294.86
04017,2011,All Issues (Census),1,1116589.73,1.5,1.5,558294.86,558294.86
04019,2015,Threshold (Type 2),1,118832,3,3,237664,237664
04019,2015,All Issues (Census),1,118832,3,3,237664,237664
04021,2011,Payment Months (Type 3),1,548016,1.5,1.5,274008,274008
04021,2011,All Issues (Census),1,548016,1.5,1.5,274008,274008
05003,2011,Payment Months (Type 3),3,38386,1.5,3,19193,76772
05003,2011,All Issues (Census),3,38386,1.5,3,19193,76772
05005,2012,Payment Months (Type 3),1,1650945,1.25,1.25,412736.25,412736.25
05005,2012,All Issues (Census),1,1650945,1.25,1.25,412736.25,412736.25
05007,2012,Payment Months (Type 3),1,7318036,1.25,1.25,1829509,1829509
05007,2012,All Issues (Census),1,7318036,1.25,1.25,1829509,1829509
05009,2012,Payment Months (Type 3),1,7444706.87,1.25,1.25,1861176.72,1861176.72
05009,2012,All Issues (Census),1,7444706.87,1.25,1.25,1861176.72,1861176.72
05011,2011,Payment Months (Type 3),3,13377,1.5,1.5,6688.5,6688.5
05011,2011,All Issues (Census),3,13377,1.5,1.5,6688.5,6688.5
05013,2011,Payment Months (Type 3),3,47277,3,3,94554,94554
05013,2011,All Issues (Census),3,47277,3,3,94554,94554
05015,2012,Payment Months (Type 3),1,6725735,1.25,1.25,1681433.75,1681433.75
05015,2012,All Issues (Census),1,6725735,1.25,1.25,1681433.75,1681433.75
05017,2011,Payment Months (Type 3),3,116190,1.5,3,58095,232380
05017,2011,All Issues (Census),3,116190,1.5,3,58095,232380
05019,2011,Payment Months (Type 3),3,371240.53,1.5,3,185620.27,742481.06
05019,2011,All Issues (Census),3,371240.53,1.5,3,185620.27,742481.06
05019,2012,Payment Months (Type 3),1,1566983,1.25,1.25,391745.75,391745.75
05019,2012,All Issues (Census),1,1566983,1.25,1.25,391745.75,391745.75
05021,2012,Payment Months (Type 3),1,681761,1.25,1.25,170440.25,170440.25
05021,2012,All Issues (Census),1,681761,1.25,1.25,170440.25,170440.25
05023,2012,Payment Months (Type 3),1,2238049,1.25,1.25,559512.25,559512.25
05023,2012,All Issues (Census),1,2238049,1.25,1.25,559512.25,559512.25
05025,2011,Payment Months (Type 3),1,18752,1.5,1.5,9376,9376
05025,2011,All Issues (Census),1,18752,1.5,1.5,9376,9376
05027,2011,Payment Months (Type 3),3,177202,1.5,3,88601,354404
05027,2011,All Issues (Census),3,177202,1.5,3,88601,354404
05029,2012,Payment Months (Type 3),1,2656970.2,1.25,1.25,664242.55,664242.55
05029,2012,All Issues (Census),1,2656970.2,1.25,1.25,664242.55,664242.55
05031,2012,Payment Months (Type 3),1,368817,1.25,1.25,92204.25,92204.25
05031,2012,All Issues (Census),1,368817,1.25,1.25,92204.25,92204.25
05033,2012,Payment Months (Type 3),1,1573270,1.25,1.25,393317.5,393317.5
05033,2012,All Issues (Census),1,1573270,1.25,1.25,393317.5,393317.5
05037,2012,Payment Months (Type 3),1,198845,1.25,1.25,49711.25,49711.25
05037,2012,All Issues (Census),1,198845,1.25,1.25,49711.25,49711.25
05039,2011,Payment Months (Type 3),3,35599,1.5,3,17799.5,71198
05039,2011,All Issues (Census),3,35599,1.5,3,17799.5,71198
05041,2011,Payment Months (Type 3),4,,1.5,2,,
05041,2011,All Issues (Census),4,,1.5,2,,
05041,2024,Payment Months (Type 3),1,5109,1.25,1.25,1277.25,1277.25
05041,2024,All Issues (Census),1,5109,1.25,1.25,1277.25,1277.25
05043,2011,Payment Months (Type 3),3,114668,1.5,2,57334,114668
05043,2011,All Issues (Census),3,114668,1.5,2,57334,114668
05045,2012,Payment Months (Type 3),1,3417961.52,1.25,1.25,854490.38,854490.38
05045,2012,All Issues (Census),1,3417961.52,1.25,1.25,854490.38,854490.38
05047,2012,Payment Months (Type 3),1,4118783,1.25,1.25,1029695.75,1029695.75
05047,2012,All Issues (Census),1,4118783,1.25,1.25,1029695.75,1029695.75
05049,2012,Payment Months (Type 3),1,4867261,1.25,1.25,1216815.25,1216815.25
05049,2012,All Issues (Census),1,4867261,1.25,1.25,1216815.25,1216815.25
05051,2011,Payment Months (Type 3),3,93079,1.5,3,46539.5,186158
05051,2011,All Issues (Census),3,93079,1.5,3,46539.5,186158
05051,2012,Payment Months (Type 3),1,518187,1.25,1.25,129546.75,129546.75
05051,2012,All Issues (Census),1,518187,1.25,1.25,129546.75,129546.75
05053,2012,Payment Months (Type 3),1,420542,1.25,1.25,105135.5,105135.5
05053,2012,All Issues (Census),1,420542,1.25,1.25,105135.5,105135.5
05055,2012,Payment Months (Type 3),1,597023,1.25,1.25,149255.75,149255.75
05055,2012,All Issues (Census),1,597023,1.25,1.25,149255.75,149255.75
05057,2011,Payment Months (Type 3),3,1861996.11,1.5,3,930998.06,3723992.22
05057,2011,All Issues (Census),3,1861996.11,1.5,3,930998.06,3723992.22
05057,2012,Payment Months (Type 3),1,5346536,1.25,1.25,1336634,1336634
05057,2012,All Issues (Census),1,5346536,1.25,1.25,1336634,1336634
05059,2011,Payment Months (Type 3),3,492309,1.5,3,246154.5,984618
05059,2011,All Issues (Census),3,492309,1.5,3,246154.5,984618
05059,2012,Payment Months (Type 3),1,1593682,1.25,1.25,398420.5,398420.5
05059,2012,All Issues (Census),1,1593682,1.25,1.25,398420.5,398420.5
05061,2011,Payment Months (Type 3),4,772069,1.5,3,386034.5,1544138
05061,2011,All Issues (Census),4,772069,1.5,3,386034.5,1544138
05061,2012,Payment Months (Type 3),1,3657656,1.25,1.25,914414,914414
05061,2012,All Issues (Census),1,3657656,1.25,1.25,914414,914414
05063,2012,Payment Months (Type 3),1,3948783,1.25,1.25,987195.75,987195.75
05063,2012,All Issues (Census),1,3948783,1.25,1.25,987195.75,987195.75
05065,2012,Payment Months (Type 3),1,3006693.74,1.25,1.25,751673.44,751673.44
05065,2012,All Issues (Census),1,3006693.74,1.25,1.25,751673.44,751673.44
05067,2012,Payment Months (Type 3),1,257778,1.25,1.25,64444.5,64444.5
05067,2012,All Issues (Census),1,257778,1.25,1.25,64444.5,64444.5
05071,2012,Payment Months (Type 3),1,1865874,1.25,1.25,466468.5,466468.5
05071,2012,All Issues (Census),1,1865874,1.25,1.25,466468.5,466468.5
05073,2011,Payment Months (Type 3),3,1023633.12,1.5,3,511816.56,2047266.24
05073,2011,All Issues (Census),3,1023633.12,1.5,3,511816.56,2047266.24
05075,2012,Payment Months (Type 3),1,1792605,1.25,1.25,448151.25,448151.25
05075,2012,All Issues (Census),1,1792605,1.25,1.25,448151.25,448151.25
05079,2011,Payment Months (Type 3),1,12405,1.5,1.5,6202.5,6202.5
05079,2011,All Issues (Census),1,12405,1.5,1.5,6202.5,6202.5
05081,2011,Payment Months (Type 3),3,961935,1.5,3,480967.5,1923870
05081,2011,All Issues (Census),3,961935,1.5,3,480967.5,1923870
05083,2012,Payment Months (Type 3),1,4781593,1.25,1.25,1195398.25,1195398.25
05083,2012,All Issues (Census),1,4781593,1.25,1.25,1195398.25,1195398.25
05085,2012,Payment Months (Type 3),1,823630,1.25,1.25,205907.5,205907.5
05085,2012,All Issues (Census),1,823630,1.25,1.25,205907.5,205907.5
05087,2012,Payment Months (Type 3),1,6567730,1.25,1.25,1641932.5,1641932.5
05087,2012,All Issues (Census),1,6567730,1.25,1.25,1641932.5,1641932.5
05089,2012,Payment Months (Type 3),1,2740118,1.25,1.25,685029.5,685029.5
05089,2012,All Issues (Census),1,2740118,1.25,1.25,685029.5,685029.5
05091,2011,Payment Months (Type 3),3,926844,1.5,3,463422,1853688
05091,2011,All Issues (Census),3,926844,1.5,3,463422,1853688
05093,2012,Payment Months (Type 3),1,7565,1.25,1.25,1891.25,1891.25
05093,2012,All Issues (Census),1,7565,1.25,1.25,1891.25,1891.25
05095,2012,Payment Months (Type 3),1,52713,1.25,1.25,13178.25,13178.25
05095,2012,All Issues (Census),1,52713,1.25,1.25,13178.25,13178.25
05097,2011,Payment Months (Type 3),3,576047,1.5,3,288023.5,1152094
05097,2011,All Issues (Census),3,576047,1.5,3,288023.5,1152094
05097,2012,Payment Months (Type 3),1,1720327,1.25,1.25,430081.75,430081.75
05097,2012,All Issues (Census),1,1720327,1.25,1.25,430081.75,430081.75
05099,2011,Payment Months (Type 3),3,647854,1.5,3,323927,1295708
05099,2011,All Issues (Census),3,647854,1.5,3,323927,1295708
05101,2012,Payment Months (Type 3),1,2330717,1.25,1.25,582679.25,582679.25
05101,2012,All Issues (Census),1,2330717,1.25,1.25,582679.25,582679.25
05103,2011,Payment Months (Type 3),2,135467,3,3,270934,270934
05103,2011,All Issues (Census),2,135467,3,3,270934,270934
05105,2012,Payment Months (Type 3),1,992432,1.25,1.25,248108,248108
05105,2012,All Issues (Census),1,992432,1.25,1.25,248108,248108
05107,2024,Payment Months (Type 3),1,19380,1.25,1.25,4845,4845
05107,2024,All Issues (Census),1,19380,1.25,1.25,4845,4845
05109,2011,Payment Months (Type 3),3,490346,1.5,3,245173,980692
05109,2011,All Issues (Census),3,490346,1.5,3,245173,980692
05109,2012,Payment Months (Type 3),1,1965501,1.25,1.25,491375.25,491375.25
05109,2012,All Issues (Census),1,1965501,1.25,1.25,491375.25,491375.25
05111,2011,Payment Months (Type 3),1,,3,3,,
05111,2011,All Issues (Census),1,,3,3,,
05111,2012,Payment Months (Type 3),1,316452,1.25,1.25,79113,79113
05111,2012,All Issues (Census),1,316452,1.25,1.25,79113,79113
05113,2011,Payment Months (Type 3),3,958139,1.5,3,479069.5,1916278
05113,2011,All Issues (Census),3,958139,1.5,3,479069.5,1916278
05113,2012,Payment Months (Type 3),1,3278223,1.25,1.25,819555.75,819555.75
05113,2012,All Issues (Census),1,3278223,1.25,1.25,819555.75,819555.75
05115,2012,Payment Months (Type 3),1,2463134,1.25,1.25,615783.5,615783.5
05115,2012,All Issues (Census),1,2463134,1.25,1.25,615783.5,615783.5
05117,2012,Payment Months (Type 3),1,378711,1.25,1.25,94677.75,94677.75
05117,2012,All Issues (Census),1,378711,1.25,1.25,94677.75,94677.75
05119,2012,Payment Months (Type 3),1,229800,1.25,1.25,57450,57450
05119,2012,All Issues (Census),1,229800,1.25,1.25,57450,57450
05121,2012,Payment Months (Type 3),1,4003042.4,1.25,1.25,1000760.6,1000760.6
05121,2012,All Issues (Census),1,4003042.4,1.25,1.25,1000760.6,1000760.6
05125,2012,Payment Months (Type 3),1,401014,1.25,1.25,100253.5,100253.5
05125,2012,All Issues (Census),1,401014,1.25,1.25,100253.5,100253.5
05127,2011,Payment Months (Type 3),2,546013,3,3,1092026,1092026
05127,2011,All Issues (Census),2,546013,3,3,1092026,1092026
05127,2012,Payment Months (Type 3),1,2103341,1.25,1.25,525835.25,525835.25
05127,2012,All Issues (Census),1,2103341,1.25,1.25,525835.25,525835.25
05129,2012,Payment Months (Type 3),1,3779838,1.25,1.25,944959.5,944959.5
05129,2012,All Issues (Census),1,3779838,1.25,1.25,944959.5,944959.5
05131,2011,Payment Months (Type 3),2,441883,3,3,883766,883766
05131,2011,All Issues (Census),2,441883,3,3,883766,883766
05133,2011,Payment Months (Type 3),3,885968,1.5,3,442984,1771936
05133,2011,All Issues (Census),3,885968,1.5,3,442984,1771936
05133,2012,Payment Months (Type 3),1,2725705,1.25,1.25,681426.25,681426.25
05133,2012,All Issues (Census),1,2725705,1.25,1.25,681426.25,681426.25
05135,2012,Payment Months (Type 3),1,3827466,1.25,1.25,956866.5,956866.5
05135,2012,All Issues (Census),1,3827466,1.25,1.25,956866.5,956866.5
05137,2012,Payment Months (Type 3),1,2685637,1.25,1.25,671409.25,671409.25
05137,2012,All Issues (Census),1,2685637,1.25,1.25,671409.25,671409.25
05139,2011,Payment Months (Type 3),3,121461,1.5,3,60730.5,242922
05139,2011,All Issues (Census),3,121461,1.5,3,60730.5,242922
05141,2012,Payment Months (Type 3),1,2091796,1.25,1.25,522949,522949
05141,2012,All Issues (Census),1,2091796,1.25,1.25,522949,522949
05143,2012,Payment Months (Type 3),1,6727628,1.25,1.25,1681907,1681907
05143,2012,All Issues (Census),1,6727628,1.25,1.25,1681907,1681907
05145,2012,Payment Months (Type 3),1,3296606,1.25,1.25,824151.5,824151.5
05145,2012,All Issues (Census),1,3296606,1.25,1.25,824151.5,824151.5
05147,2012,Payment Months (Type 3),1,85979,1.25,1.25,21494.75,21494.75
05147,2012,All Issues (Census),1,85979,1.25,1.25,21494.75,21494.75
05149,2011,Payment Months (Type 3),3,621583,1.5,3,310791.5,1243166
05149,2011,All Issues (Census),3,621583,1.5,3,310791.5,1243166
05149,2012,Payment Months (Type 3),1,3343766,1.25,1.25,835941.5,835941.5
05149,2012,All Issues (Census),1,3343766,1.25,1.25,835941.5,835941.5
06001,2014,Payment Months (Type 3),1,1961467,1.6666666666666667,1.6666666666666667,1307644.67,1307644.67
06001,2014,All Issues (Census),1,1961467,1.6666666666666667,1.6666666666666667,1307644.67,1307644.67
06001,2015,Payment Months (Type 3),1,1191918,1.6666666666666667,1.6666666666666667,794612,794612
06001,2015,All Issues (Census),1,1191918,1.6666666666666667,1.6666666666666667,794612,794612
06001,2016,Payment Months (Type 3),1,867760,1.3333333333333333,1.3333333333333333,289253.33,289253.33
06001,2016,All Issues (Census),1,867760,1.3333333333333333,1.3333333333333333,289253.33,289253.33
06001,2021,Payment Months (Type 3),1,1083183,1.6666666666666667,1.6666666666666667,722122,722122
06001,2021,All Issues (Census),1,1083183,1.6666666666666667,1.6666666666666667,722122,722122
06003,2014,Payment Months (Type 3),1,,1.3333333333333333,1.3333333333333333,,
06003,2014,All Issues (Census),1,,1.3333333333333333,1.3333333333333333,,
06003,2015,Payment Months (Type 3),1,,1.6666666666666667,1.6666666666666667,,
06003,2015,All Issues (Census),1,,1.6666666666666667,1.6666666666666667,,
06003,2016,Payment Months (Type 3),1,,1.3333333333333333,1.3333333333333333,,
06003,2016,All Issues (Census),1,,1.3333333333333333,1.3333333333333333,,
06003,2021,Payment Months (Type 3),1,,1.3333333333333333,1.3333333333333333,,
06003,2021,All Issues (Census),1,,1.3333333333333333,1.3333333333333333,,
06005,2014,Payment Months (Type 3),1,825574.44,1.3333333333333333,1.3333333333333333,275191.48,275191.48
06005,2014,All Issues (Census),1,825574.44,1.3333333333333333,1.3333333333333333,275191.48,275191.48
06005,2015,Payment Months (Type 3),1,635094,1.6666666666666667,1.6666666666666667,423396,423396
06005,2015,All Issues (Census),1,635094,1.6666666666666667,1.6666666666666667,423396,423396
06005,2016,Payment Months (Type 3),1,522797,1.3333333333333333,1.3333333333333333,174265.67,174265.67
06005,2016,All Issues (Census),1,522797,1.3333333333333333,1.3333333333333333,174265.67,174265.67
06005,2021,Payment Months (Type 3),1,260996,1.6666666666666667,1.6666666666666667,173997.33,173997.33
06005,2021,All Issues (Census),1,260996,1.6666666666666667,1.6666666666666667,173997.33,173997.33
06005,2022,Payment Months (Type 3),1,406348,1.3333333333333333,1.3333333333333333,135449.33,135449.33
06005,2022,All Issues (Census),1,406348,1.3333333333333333,1.3333333333333333,135449.33,135449.33
06007,2014,Payment Months (Type 3),1,1111830,1.3333333333333333,1.3333333333333333,370610,370610
06007,2014,All Issues (Census),1,1111830,1.3333333333333333,1.3333333333333333,370610,370610
06007,2015,Payment Months (Type 3),1,799701,1.6666666666666667,1.6666666666666667,533134,533134
06007,2015,All Issues (Census),1,799701,1.6666666666666667,1.6666666666666667,533134,533134
06007,2016,Payment Months (Type 3),1,564188,1.3333333333333333,1.3333333333333333,188062.67,188062.67
06007,2016,All Issues (Census),1,564188,1.3333333333333333,1.3333333333333333,188062.67,188062.67
06007,2021,Payment Months (Type 3),1,733077,1.6666666666666667,1.6666666666666667,488718,488718
06007,2021,All Issues (Census),1,733077,1.6666666666666667,1.6666666666666667,488718,488718
06007,2022,Payment Months (Type 3),1,1049694,1.3333333333333333,1.3333333333333333,349898,349898
06007,2022,All Issues (Census),1,1049694,1.3333333333333333,1.3333333333333333,349898,349898
06009,2014,Payment Months (Type 3),1,1243389,1.3333333333333333,1.3333333333333333,414463,414463
06009,2014,All Issues (Census),1,1243389,1.3333333333333333,1.3333333333333333,414463,414463
06009,2015,Payment Months (Type 3),1,937335,1.6666666666666667,1.6666666666666667,624890,624890
06009,2015,All Issues (Census),1,937335,1.6666666666666667,1.6666666666666667,624890,624890
06009,2016,Payment Months (Type 3),1,671543,1.3333333333333333,1.3333333333333333,223847.67,223847.67
06009,2016,All Issues (Census),1,671543,1.3333333333333333,1.3333333333333333,223847.67,223847.67
06009,2021,Payment Months (Type 3),1,495262,1.6666666666666667,1.6666666666666667,330174.67,330174.67
06009,2021,All Issues (Census),1,495262,1.6666666666666667,1.6666666666666667,330174.67,330174.67
06009,2022,Payment Months (Type 3),1,911530,1.6666666666666667,1.6666666666666667,607686.67,607686.67
06009,2022,All Issues (Census),1,911530,1.6666666666666667,1.6666666666666667,607686.67,607686.67
06011,2014,Payment Months (Type 3),1,1967988,1.3333333333333333,1.3333333333333333,655996,655996
06011,2014,All Issues (Census),1,1967988,1.3333333333333333,1.3333333333333333,655996,655996
06011,2015,Payment Months (Type 3),1,1022108,1.6666666666666667,1.6666666666666667,681405.33,681405.33
06011,2015,All Issues (Census),1,1022108,1.6666666666666667,1.6666666666666667,681405.33,681405.33
06011,2016,Payment Months (Type 3),1,900853,1.3333333333333333,1.3333333333333333,300284.33,300284.33
06011,2016,All Issues (Census),1,900853,1.3333333333333333,1.3333333333333333,300284.33,300284.33
06011,2021,Payment Months (Type 3),1,1575816,1.6666666666666667,1.6666666666666667,1050544,1050544
06011,2021,All Issues (Census),1,1575816,1.6666666666666667,1.6666666666666667,1050544,1050544
06011,2022,Payment Months (Type 3),1,1398926,1.3333333333333333,1.3333333333333333,466308.67,466308.67
06011,2022,All Issues (Census),1,1398926,1.3333333333333333,1.3333333333333333,466308.67,466308.67
06013,2014,Payment Months (Type 3),1,1320747,1.6666666666666667,1.6666666666666667,880498,880498
06013,2014,All Issues (Census),1,1320747,1.6666666666666667,1.6666666666666667,880498,880498
06013,2015,Payment Months (Type 3),1,908439,1.6666666666666667,1.6666666666666667,605626,605626
06013,2015,All Issues (Census),1,908439,1.6666666666666667,1.6666666666666667,605626,605626
06013,2016,Payment Months (Type 3),1,735442,1.3333333333333333,1.3333333333333333,245147.33,245147.33
06013,2016,All Issues (Census),1,735442,1.3333333333333333,1.3333333333333333,245147.33,245147.33
06013,2021,Payment Months (Type 3),1,787049,1.6666666666666667,1.6666666666666667,524699.33,524699.33
06013,2021,All Issues (Census),1,787049,1.6666666666666667,1.6666666666666667,524699.33,524699.33
06013,2022,Payment Months (Type 3),1,920940,1.3333333333333333,1.3333333333333333,306980,306980
06013,2022,All Issues (Census),1,920940,1.3333333333333333,1.3333333333333333,306980,306980
06015,2020,Payment Months (Type 3),1,21838,1.3333333333333333,1.3333333333333333,7279.33,7279.33
06015,2020,All Issues (Census),1,21838,1.3333333333333333,1.3333333333333333,7279.33,7279.33
06017,2014,Payment Months (Type 3),1,309280,1.3333333333333333,1.3333333333333333,103093.33,103093.33
